Gene_Symbol	type	file	classification
TUSC7	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
TWIST1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
TWIST2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
TXK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
TXNIP	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
TYK2	Kinase, Oncogene	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	Oncogene
TYRO3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
TYRO3ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Trad	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Trb1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Trb2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Trb3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Trio	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
U2AF1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
UBA1	Oncogene	OncoKBv20240704	Oncogene
UBE2A	Oncogene	OncoKBv20240704	Oncogene
UBE2QL1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
UBE4B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
UBIAD1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
UBP1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
UBR5	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
UBTF	Oncogene	OncoKBv20240704	Oncogene
UCHL1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, OncoKBv20240704	Oncogene
UFL1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
UHMK1	Kinase	PfamKinase, OncoKBv20240704	NA
UHRF2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
UIMC1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
ULK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
ULK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
ULK3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
ULK4	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
UNC5A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
UNC5B	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
UNC5C	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
UNC5D	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
UNCX	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
USF1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
USF2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
USF3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
USP12	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
USP12P1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
USP33	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
USP44	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
USP6	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
USP8	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
UVRAG	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
VACAMKL	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
VAV1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
VAV2	Oncogene	OncoKBv20240704	Oncogene
VAX1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
VAX2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
VDR	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
VEGFA	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, OncoKBv20240704	Oncogene
VENTX	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
VEZF1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
VEZT	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
VHL	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
VIL1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
VIM	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
VPS53	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
VRK1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
VRK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
VRK3	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
VRK3ps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
VSNL1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
VSX1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
VSX2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
VTI1A	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
VTRNA2-1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
VWA5A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
WAS	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
WDCP	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
WDR11	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
WDR48	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
WEE1	Kinase	PfamKinase, OncoKBv20240704	NA
WEE2	Kinase	PfamKinase, OncoKBv20240704	NA
WFDC1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
WHSC1L1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
WIF1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
WISP3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
WIZ	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
WNK1	Kinase	PfamKinase, OncoKBv20240704	NA
WNK2	TumorSuppressorGene, CosmicCensus, Kinase	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704	NA
WNK3	Kinase	PfamKinase, OncoKBv20240704	NA
WNK4	Kinase	PfamKinase, OncoKBv20240704	NA
WNT11	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
WNT5A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
WNT7A	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
WRN	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
WT1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor, Oncogene	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
WWOX	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
WWP1	Oncogene	OncoKBv20240704	Oncogene
WWTR1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
Wee1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Wee1B	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Wee1Bps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Wee1ps1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Wee1ps2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Wnk1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Wnk2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Wnk3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
Wnk4	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
XAF1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
XBP1	TranscriptionFactor, Oncogene	addTF_JL.tsv, OncoKBv20240704	Oncogene
XBP1P1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
XIAP	Oncogene	OncoKBv20240704	Oncogene
XIST	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
XPA	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
XPC	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
XPO1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	Oncogene
XPO5	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
XRCC1	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
XRCC2	TumorSuppressorGene	OncoKBv20240704	TumorSuppressorGene
XRCC5	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
YANK1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
YANK2	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
YANK3	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
YAP1	TumorSuppressorGene, Oncogene	TumorSuppressorGene.txt, OncoKBv20240704	Oncogene
YBX1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
YBX2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
YBX3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
YES	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
YES1	Kinase, Oncogene	PfamKinase, OncoKBv20240704	Oncogene
YESps	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
YPEL3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
YSK1	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
YWHAE	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
YY1	TranscriptionFactor, Oncogene	addTF_JL.tsv, OncoKBv20240704	Oncogene
YY2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZAK	Kinase	Kincat_Hsap.08.02.txt, OncoKBv20240704	NA
ZAP70	Kinase	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704	NA
ZBED1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBED2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBED3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBED4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBED5	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBED6	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBED9	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB10	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB11	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB12	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB14	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB16	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
ZBTB17	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB18	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ZBTB2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB20	TranscriptionFactor, Oncogene, TumorSuppressorGene	addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
ZBTB21	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB22	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB24	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB25	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB26	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB32	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB33	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB34	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB37	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB38	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB39	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB4	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ZBTB40	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB41	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB42	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB43	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB44	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB45	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB46	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB47	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB48	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ZBTB49	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB5	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB6	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB7A	TranscriptionFactor, Oncogene, TumorSuppressorGene	addTF_JL.tsv, OncoKBv20240704	Oncogene, TumorSuppressorGene
ZBTB7B	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB7C	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ZBTB8A	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB8B	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZBTB9	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZC3H10	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
ZC3H8	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZCCHC8	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
ZDHHC2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
ZEB1	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	NA
ZEB2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFAS1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
ZFAT	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFHX2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFHX3	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704	TumorSuppressorGene
ZFHX4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP14	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP28	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP30	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP36	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
ZFP36L1	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	TumorSuppressorGene
ZFP36L2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	TumorSuppressorGene
ZFP36L2	TranscriptionFactor, TumorSuppressorGene	addTF_JL.tsv, OncoKBv20240704	TumorSuppressorGene
ZFP37	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP41	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP42	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP57	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP62	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP64	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP69	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP69B	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP82	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ZFP90	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP91	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFP92	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFPM1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFPM2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFTA	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFX	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZFY	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZGLP1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZGPAT	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZHX1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZHX2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ZHX3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZIC1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv, OncoKBv20240704	NA
ZIC2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZIC3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZIC4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZIC5	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZIK1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZIM2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZIM3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZKSCAN1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZKSCAN2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZKSCAN3	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZKSCAN4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZKSCAN5	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZKSCAN7	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZKSCAN8	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZMAT1	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZMAT4	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZMYM2	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	NA
ZMYM3	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704	TumorSuppressorGene
ZMYND10	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
ZMYND11	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
ZNF10	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF100	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF101	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF107	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF112	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF114	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF117	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF12	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF121	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF124	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF131	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF132	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF133	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF134	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF135	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF136	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF138	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF14	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF140	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF141	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF142	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF143	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF146	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF148	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF154	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF155	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF157	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF16	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF160	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF165	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF169	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF17	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF174	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF175	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF177	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF18	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF180	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF181	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF182	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF184	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF185	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704	NA
ZNF189	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF19	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF195	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF197	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF2	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF20	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF200	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF202	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF205	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF207	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF208	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF211	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF212	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF213	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF214	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF215	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF217	TranscriptionFactor, Oncogene	addTF_JL.tsv, OncoKBv20240704	Oncogene
ZNF219	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF22	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF221	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF222	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF223	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF224	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF225	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF226	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF227	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF229	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF23	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF230	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF232	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF233	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF234	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF235	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
ZNF236	TranscriptionFactor	addTF_JL.tsv, OncoKBv20240704	NA
